source,reason,score,matched_area,matched_study_id,title,matched_title,doi,matched_doi
"Embase","doi","100","within_second_search","","Introduction of the 'Blue Card' Concussion Policy to Semi-Elite Australian Football: Medical Staff Experiences and Perceptions","Introduction of the 'Blue Card' Concussion Policy to Semi-Elite Australian Football: Medical Staff Experiences and Perceptions.","10.26603/001c.125794","10.26603/001c.125794"
"Embase","doi","100","within_second_search","","Diagnosis and management of thoracic outlet syndrome in athletes","Diagnosis and management of thoracic outlet syndrome in athletes.","10.1053/j.semvascsurg.2024.01.007","10.1053/j.semvascsurg.2024.01.007"
"Embase","doi","100","within_second_search","","The isometric and isokinetic knee extension and flexion muscle strength profile of elite soccer players","The isometric and isokinetic knee extension and flexion muscle strength profile of elite soccer players.","10.1186/s13102-024-00961-y","10.1186/s13102-024-00961-y"
"Embase","doi","100","within_second_search","","Comparison of two implementation strategies for anterior cruciate ligament injury prevention in amateur girls' youth soccer: a prospective cohort study","Comparison of two implementation strategies for anterior cruciate ligament injury prevention in amateur girls' youth soccer: a prospective cohort study.","10.1136/bmjsem-2024-002031","10.1136/bmjsem-2024-002031"
"Embase","doi","100","within_second_search","","Relationship between Countermovement Jump and Sprint Performance in Professional Football Players","Relationship between Countermovement Jump and Sprint Performance in Professional Football Players.","10.3390/jcm13154581","10.3390/jcm13154581"
"Embase","doi","100","within_second_search","","Core stability is associated with dynamic postural balance in soccer players experiencing groin pain without time-loss","Core stability is associated with dynamic postural balance in soccer players experiencing groin pain without time-loss.","10.1016/j.jor.2024.02.038","10.1016/j.jor.2024.02.038"
"Embase","doi","100","within_second_search","","Concussion-Related Biomarker Variations in Retired Rugby Players and Implications for Neurodegenerative Disease Risk: The UK Rugby Health Study","Concussion-Related Biomarker Variations in Retired Rugby Players and Implications for Neurodegenerative Disease Risk: The UK Rugby Health Study.","10.3390/ijms25147811","10.3390/ijms25147811"
"Embase","doi","100","within_second_search","","Chronic Traumatic Encephalopathy in Soccer Players: Review of 14 Cases","Chronic Traumatic Encephalopathy in Soccer Players: Review of 14 Cases.","10.1097/jsm.0000000000001174","10.1097/jsm.0000000000001174"
"Embase","doi","100","within_second_search","","Creatine kinase concentration on the second post-match day is not associated with risk of subsequent muscle injury in professional football players: a four-season cohort study","Creatine kinase concentration on the second post-match day is not associated with risk of subsequent muscle injury in professional football players: a four-season cohort study.","10.1080/00913847.2023.2246175","10.1080/00913847.2023.2246175"
"Embase","doi","100","within_second_search","","Padded Helmet Shell Covers in American Football: A Comprehensive Laboratory Evaluation with Preliminary On-Field Findings","Padded Helmet Shell Covers in American Football: A Comprehensive Laboratory Evaluation with Preliminary On-Field Findings.","10.1007/s10439-023-03169-2","10.1007/s10439-023-03169-2"
"Embase","doi","100","within_second_search","","Epidemiology of Testicular Trauma in Sports: Analysis of the National Electronic Injury Surveillance System Database","Epidemiology of Testicular Trauma in Sports: Analysis of the National Electronic Injury Surveillance System Database.","10.1016/j.jemermed.2024.06.005","10.1016/j.jemermed.2024.06.005"
"Embase","doi","100","within_second_search","","Outcomes and Proportions of Subsequent Contralateral Sports Hernia Repair Following Primary Unilateral Repair","Outcomes and Proportions of Subsequent Contralateral Sports Hernia Repair Following Primary Unilateral Repair.","10.1177/03635465231221496","10.1177/03635465231221496"
"Embase","doi","100","within_second_search","","Analysis of potential hydration opportunities during future football tournaments based on data from the 2018 FIFA World Cup","Analysis of potential hydration opportunities during future football tournaments based on data from the 2018 FIFA World Cup.","10.1080/24733938.2022.2137574","10.1080/24733938.2022.2137574"
"Embase","doi","100","within_second_search","","Field Surface Type and Season-Ending Lower Extremity Injury in NFL Players","Field Surface Type and Season-Ending Lower Extremity Injury in NFL Players.","10.1155/2024/6832213","10.1155/2024/6832213"
"Embase","doi","100","within_second_search","","Evaluating Muscle Damage Biomarkers in Adolescent Athletes: Implications for Public Health in Tacna, Peru-2023","Evaluating Muscle Damage Biomarkers in Adolescent Athletes: Implications for Public Health in Tacna, Peru-2023.","10.3390/ijerph21111394","10.3390/ijerph21111394"
"Embase","doi","100","within_second_search","","Lower HAGOS subscale scores associated with a longer duration of groin problems in football players in the subsequent season","Lower HAGOS subscale scores associated with a longer duration of groin problems in football players in the subsequent season.","10.1136/bmjsem-2023-001812","10.1136/bmjsem-2023-001812"
"Embase","doi","100","within_second_search","","Lack of Association of Informant-Reported Traumatic Brain Injury and Chronic Traumatic Encephalopathy","Lack of Association of Informant-Reported Traumatic Brain Injury and Chronic Traumatic Encephalopathy.","10.1089/neu.2023.0391","10.1089/neu.2023.0391"
"Embase","doi","100","within_second_search","","Relationships Among Baseline Concussion Balance Test and Gaze Stability Test Scores in Division-I Collegiate Athletes","Relationships Among Baseline Concussion Balance Test and Gaze Stability Test Scores in Division-I Collegiate Athletes.","10.1123/jsr.2023-0254","10.1123/jsr.2023-0254"
"Embase","doi","100","within_second_search","","Critical Fluctuations as an Early Warning Signal of Sports Injuries? A Proof of Concept Using Football Monitoring Data","Critical Fluctuations as an Early Warning Signal of Sports Injuries? A Proof of Concept Using Football Monitoring Data.","10.1186/s40798-024-00787-5","10.1186/s40798-024-00787-5"
"Embase","doi","100","within_second_search","","The development of hamstring strength over the course of a simulated soccer match","The development of hamstring strength over the course of a simulated soccer match.","10.1371/journal.pone.0315317","10.1371/journal.pone.0315317"
"Embase","doi","100","within_second_search","","The Strength and Power Profile of Junior and Senior Female Rugby League Athletes","The Strength and Power Profile of Junior and Senior Female Rugby League Athletes.","10.1519/jsc.0000000000004916","10.1519/jsc.0000000000004916"
"Embase","doi","100","within_second_search","","Does Neuromuscular Training Reduce the Risk of Lower-Extremity Musculoskeletal Injury in High School Female Athletes With a History of Sport-Related Concussion?","Does Neuromuscular Training Reduce the Risk of Lower-Extremity Musculoskeletal Injury in High School Female Athletes With a History of Sport-Related Concussion?.","10.1123/jsr.2023-0403","10.1123/jsr.2023-0403"
"Embase","doi","100","within_second_search","","Metaizeau technique in stabilizing Monteggia equivalent 1b associated proximal radial physeal injury in a rural setting: a case report","Metaizeau technique in stabilizing Monteggia equivalent 1b associated proximal radial physeal injury in a rural setting: a case report.","10.1097/ms9.0000000000002410","10.1097/ms9.0000000000002410"
"Embase","doi","100","within_second_search","","Early Versus Late Rapid Force Production During Single-Joint Isometric Hamstring Assessment Using Force Plates","Early Versus Late Rapid Force Production During Single-Joint Isometric Hamstring Assessment Using Force Plates.","10.1519/jsc.0000000000004911","10.1519/jsc.0000000000004911"
"Embase","doi","100","within_second_search","","Spontaneous Headshake after a Kinematic Event (SHAAKE): Evaluating the Utility of a Potential New Sign in the Diagnosis of Concussion","Spontaneous Headshake after a Kinematic Event (SHAAKE): Evaluating the Utility of a Potential New Sign in the Diagnosis of Concussion.","10.3390/diagnostics14202314","10.3390/diagnostics14202314"
"Embase","doi","100","within_second_search","","Effects of isokinetic and proprioceptive training after lateral ankle ligament reconstruction: A case report","Effects of isokinetic and proprioceptive training after lateral ankle ligament reconstruction: A case report.","10.1016/j.jbmt.2023.04.065","10.1016/j.jbmt.2023.04.065"
"Embase","doi","100","within_second_search","","Intra- and inter-limb strength imbalance and asymmetry in soccer: A comparison of elite senior and junior players","Intra- and inter-limb strength imbalance and asymmetry in soccer: A comparison of elite senior and junior players.","10.1371/journal.pone.0302474","10.1371/journal.pone.0302474"
"Embase","doi","100","within_second_search","","Prevalence of lower limb pain and disability in football, hockey, and floorball players","Prevalence of lower limb pain and disability in football, hockey, and floorball players.","10.3233/bmr-230048","10.3233/bmr-230048"
"Embase","doi","100","within_second_search","","Effect of Soccer Boot Outsole Configuration on Translational Traction Across Both Natural and Artificial Playing Surfaces","Effect of Soccer Boot Outsole Configuration on Translational Traction Across Both Natural and Artificial Playing Surfaces.","10.1177/23259671241259823","10.1177/23259671241259823"
"Embase","doi","100","within_second_search","","SUPER rehabilitation of hamstring strain injuries in soccer players: Delphi consensus study","SUPER rehabilitation of hamstring strain injuries in soccer players: Delphi consensus study.","10.1080/09593985.2023.2226732","10.1080/09593985.2023.2226732"
"Embase","doi","100","within_second_search","","Hamstring and knee injuries are associated with isometric hip and trunk muscle strength in elite Australian Rules and Rugby League players","Hamstring and knee injuries are associated with isometric hip and trunk muscle strength in elite Australian Rules and Rugby League players.","10.1016/j.jsams.2023.10.019","10.1016/j.jsams.2023.10.019"
"Embase","doi","100","within_second_search","","Mass Participation and Tournament Event Management for the Team Physician: A Consensus Statement (2022 Update)","Mass Participation and Tournament Event Management for the Team Physician: A Consensus Statement (2022 Update).","10.1249/jsr.0000000000001160","10.1249/jsr.0000000000001160"
"Embase","doi","100","existing_extraction","S472","What do we know about beach soccer injuries? Systematic video analysis of four consecutive years with 580 match injuries","What do we know about beach soccer injuries? Systematic video analysis of four consecutive years with 580 match injuries","10.1080/15438627.2024.2324257","10.1080/15438627.2024.2324257"
"Embase","doi","100","within_second_search","","Long-term effects of a lifestyle modification program for men with obesity delivered in German football clubs","Long-term effects of a lifestyle modification program for men with obesity delivered in German football clubs.","10.1111/cob.12696","10.1111/cob.12696"
"Embase","doi","100","within_second_search","","Epidemiology of Non-Contact Muscle Injuries in the Italian Male Elite Under-19 Football (Soccer) Championship","Epidemiology of Non-Contact Muscle Injuries in the Italian Male Elite Under-19 Football (Soccer) Championship.","10.1186/s40798-024-00738-0","10.1186/s40798-024-00738-0"
"Embase","doi","100","within_second_search","","Isolated cuboid dislocation: case report","Isolated cuboid dislocation: case report.","10.1093/jscr/rjae563","10.1093/jscr/rjae563"
"Embase","doi","100","within_second_search","","Twenty year analysis of professional men's rugby union knee injuries from the English premiership shows high rates and burden","Twenty year analysis of professional men's rugby union knee injuries from the English premiership shows high rates and burden.","10.1136/bjsports-2024-108639","10.1136/bjsports-2024-108639"
"Embase","doi","100","within_second_search","","Association of Use of a Mobile Tackling Dummy During College Football Practice With Reduced Sport-Related Concussion: Results of a Pilot Investigation","Association of Use of a Mobile Tackling Dummy During College Football Practice With Reduced Sport-Related Concussion: Results of a Pilot Investigation.","10.1177/23259671241228316","10.1177/23259671241228316"
"Embase","doi","100","within_second_search","","Assessing Lower-Extremity Visuo-Motor Reaction Time in Young Male Soccer Players: Test-Retest Reliability and Minimum Detectable Change of the Brain Pro System","Assessing Lower-Extremity Visuo-Motor Reaction Time in Young Male Soccer Players: Test-Retest Reliability and Minimum Detectable Change of the Brain Pro System.","10.1177/00315125241248306","10.1177/00315125241248306"
"Embase","doi","100","within_second_search","","Prioritise safety, optimise success! Return to rugby postpartum","Prioritise safety, optimise success! Return to rugby postpartum.","10.1002/ejsc.12144","10.1002/ejsc.12144"
"Embase","doi","100","within_second_search","","Effects of dominance and vision on unipedal balance tests in futsal players using a triaxial accelerometer","Effects of dominance and vision on unipedal balance tests in futsal players using a triaxial accelerometer.","10.1080/14763141.2024.2301987","10.1080/14763141.2024.2301987"
"Embase","doi","100","within_second_search","","Maturity status influences perceived training load and neuromuscular performance during an academy soccer season","Maturity status influences perceived training load and neuromuscular performance during an academy soccer season.","10.1080/15438627.2022.2102916","10.1080/15438627.2022.2102916"
"Embase","doi","100","within_second_search","","The effects of heading motion and sex on lower extremity biomechanics in soccer players","The effects of heading motion and sex on lower extremity biomechanics in soccer players.","10.1016/j.knee.2024.08.001","10.1016/j.knee.2024.08.001"
"Embase","doi","100","within_second_search","","Epidemiologic trends in hand injuries in the National Football League from 2009-2010 to 2019-2020","Epidemiologic trends in hand injuries in the National Football League from 2009-2010 to 2019-2020.","10.1080/00913847.2023.2286942","10.1080/00913847.2023.2286942"
"Embase","doi","100","within_second_search","","A Thirteen-Year Analysis of Facial Fractures among Professional Soccer Players","A Thirteen-Year Analysis of Facial Fractures among Professional Soccer Players.","10.1055/a-1996-7595","10.1055/a-1996-7595"
"Embase","doi","100","within_second_search","","Injection therapy in professional footballers","Injection therapy in professional footballers.","10.1007/s00264-024-06301-6","10.1007/s00264-024-06301-6"
"Embase","doi","100","within_second_search","","Use of the concussion check protocol for concussion assessment in a female soccer team over two consecutive seasons in New Zealand","Use of the concussion check protocol for concussion assessment in a female soccer team over two consecutive seasons in New Zealand.","10.1016/j.jns.2024.123011","10.1016/j.jns.2024.123011"
"Embase","doi","100","within_second_search","","The application of a return-to-performance pathway for a professional footballer recovering from a surgical repair of an isolated lateral collateral knee ligament rupture. A case report","The application of a return-to-performance pathway for a professional footballer recovering from a surgical repair of an isolated lateral collateral knee ligament rupture. A case report.","10.1016/j.ptsp.2024.09.003","10.1016/j.ptsp.2024.09.003"
"Embase","doi","100","within_second_search","","Return to training in soccer players after anterior cruciate ligament reconstruction: reflections and considerations","Return to training in soccer players after anterior cruciate ligament reconstruction: reflections and considerations.","10.23736/s0022-4707.23.15448-x","10.23736/s0022-4707.23.15448-x"
"Embase","doi","100","within_second_search","","Repetitive Head Impacts and Perivascular Space Volume in Former American Football Players","Repetitive Head Impacts and Perivascular Space Volume in Former American Football Players.","10.1001/jamanetworkopen.2024.28687","10.1001/jamanetworkopen.2024.28687"
"Embase","doi","100","within_second_search","","Mental health of young talented football players in an African context: A cross-sectional observational study","Mental health of young talented football players in an African context: A cross-sectional observational study.","10.1016/j.comppsych.2024.152519","10.1016/j.comppsych.2024.152519"
"Embase","doi","100","within_second_search","","What exercise programme is the most appropriate to mitigate anterior cruciate ligament injury risk in football (soccer) players? A systematic review and network meta-analysis","What exercise programme is the most appropriate to mitigate anterior cruciate ligament injury risk in football (soccer) players? A systematic review and network meta-analysis.","10.1016/j.jsams.2024.02.001","10.1016/j.jsams.2024.02.001"
"Embase","doi","100","within_second_search","","Snooze it or Lose it: Understanding Sleep Disturbance and Injuries in Soccer and Basketball Student-Athletes","Snooze it or Lose it: Understanding Sleep Disturbance and Injuries in Soccer and Basketball Student-Athletes.","10.1097/jsm.0000000000001250","10.1097/jsm.0000000000001250"
